post_id,platform,post_type,Likes,Comments,Shares,Impressions,Reach,age
4733,Twitter,Link,396,235,49,9891,2771,64
4734,Twitter,Image,103,72,6,4852,4018,36
4735,Twitter,Link,61,307,151,8653,4522,44
4736,LinkedIn,Link,794,23,83,3102,1970,26
4737,Twitter,Video,374,73,89,7225,2395,44
4738,Instagram,Video,856,412,42,7941,4989,52
4739,LinkedIn,Video,344,37,13,4341,970,39
4740,Instagram,Image,859,328,123,1151,2239,47
4741,Instagram,Video,159,495,24,2129,2260,35
4742,Twitter,Video,703,242,75,7237,4724,21
4743,Facebook,Image,337,18,19,6740,4429,62
4744,Instagram,Link,924,478,158,3991,1271,51
4745,Facebook,Video,224,376,193,1076,4816,63
4746,Instagram,Image,987,69,132,7313,2187,43
4747,Twitter,Video,424,232,80,2937,1138,50
4748,Facebook,Image,180,171,81,7814,644,63
4749,Twitter,Link,718,138,118,2791,4752,52
4750,Instagram,Video,651,117,32,4478,4512,48
4751,LinkedIn,Image,187,70,169,8900,4849,62
4752,LinkedIn,Image,493,22,42,7070,564,19
4753,Twitter,Video,880,248,102,7814,3347,31
4754,Facebook,Link,80,22,4,9666,726,37
4755,Instagram,Image,349,356,80,8040,2650,21
4756,Instagram,Link,152,244,99,1622,938,34
4757,Facebook,Video,360,116,174,2651,2077,41
4758,Instagram,Image,56,436,72,3896,2548,48
4759,Twitter,Image,403,447,43,1969,4167,47
4760,Facebook,Link,419,410,159,8130,2601,61
4761,LinkedIn,Video,645,233,10,1686,3215,39
4762,Facebook,Image,270,484,195,2649,1983,26
4763,Twitter,Video,909,54,17,9158,4139,49
4764,Twitter,Link,582,459,81,1010,4249,51
4765,LinkedIn,Link,965,245,127,5854,2942,31
4766,Instagram,Link,640,322,49,1373,4312,59
4767,Facebook,Video,654,487,30,5095,3708,65
4768,Twitter,Video,885,158,161,2140,1412,58
4769,Facebook,Video,298,356,140,6595,2287,44
4770,LinkedIn,Image,901,430,147,2898,4778,19
4771,LinkedIn,Link,866,74,8,3746,1499,48
4772,Facebook,Link,606,413,1,8965,4126,38
4773,Twitter,Image,368,347,178,6592,4731,38
4774,Twitter,Image,856,368,30,8439,3310,37
4775,Instagram,Video,467,365,89,9222,3240,55
4776,Instagram,Image,498,64,16,6727,1238,64
4777,LinkedIn,Image,417,453,162,4198,937,24
4778,Twitter,Video,313,500,91,4460,709,27
4779,Facebook,Image,860,0,124,8349,2766,58
4780,LinkedIn,Link,210,312,105,2299,4137,22
4781,Facebook,Video,934,126,119,1191,2031,52
4782,LinkedIn,Image,58,422,57,8800,508,33
4783,Instagram,Image,866,104,14,3488,3816,48
4784,Twitter,Image,683,143,114,5815,2888,18
4785,Twitter,Image,933,119,59,7619,3873,27
4786,Twitter,Link,596,96,20,9384,4179,58
4787,Instagram,Video,130,439,56,6322,1063,61
4788,Instagram,Image,44,321,86,9667,1864,57
4789,Twitter,Image,919,363,179,1507,1231,43
4790,Instagram,Image,545,228,43,8915,3285,64
4791,Instagram,Link,638,240,64,2764,3755,45
4792,Instagram,Video,170,150,127,1895,3716,24
4793,Twitter,Video,982,281,193,8305,785,33
4794,Facebook,Image,795,44,1,8287,2578,50
4795,LinkedIn,Video,468,307,135,4700,2058,48
4796,Twitter,Video,620,291,192,9280,2688,45
4797,Instagram,Video,201,310,138,6613,2993,55
4798,Instagram,Video,350,415,35,4240,3060,35
4799,Twitter,Link,9,346,70,4582,2372,50
4800,Twitter,Link,447,305,45,1221,3788,60
4801,Instagram,Link,177,287,55,6260,1857,53
4802,LinkedIn,Link,672,24,156,4440,3807,45
4803,Twitter,Video,360,433,49,8480,4069,53
4804,Twitter,Link,44,229,43,8528,4154,63
4805,Instagram,Image,800,471,75,5185,1673,37
4806,Facebook,Video,780,111,162,5331,1064,63
4807,Facebook,Image,824,182,97,2832,4827,27
4808,Instagram,Link,185,416,99,5712,1509,56
4809,Twitter,Link,665,177,142,3528,3410,22
4810,LinkedIn,Video,432,469,84,5124,921,35
4811,Instagram,Link,224,291,86,3430,2893,31
4812,Instagram,Image,270,244,67,8876,1790,53
4813,Facebook,Link,660,296,153,2410,4034,46
4814,Facebook,Video,207,314,30,8324,2919,41
4815,Instagram,Image,369,398,160,1121,2300,21
4816,Twitter,Video,510,313,93,9124,3521,27
4817,Twitter,Link,168,14,121,2164,865,59
4818,LinkedIn,Image,528,477,27,1583,1857,46
4819,Facebook,Image,877,30,68,5618,1996,29
4820,Instagram,Image,768,389,20,4968,3887,60
4821,Facebook,Link,130,388,93,6218,1414,21
4822,Twitter,Link,493,368,25,5478,2720,18
4823,Facebook,Link,339,408,200,9795,4182,18
4824,Instagram,Video,135,326,104,4774,2590,36
4825,Instagram,Video,344,31,41,6845,3294,33
4826,Instagram,Image,902,52,32,6293,3935,22
4827,LinkedIn,Video,984,497,67,6660,3133,54
4828,Twitter,Link,487,171,18,5860,2541,55
4829,Instagram,Link,666,493,35,6132,3613,34
4830,Instagram,Image,872,199,171,1217,1289,54
4831,Instagram,Link,348,23,32,1989,730,26
4832,Facebook,Video,918,150,80,3354,1855,33
4833,LinkedIn,Video,577,489,139,2814,2736,22
4834,Twitter,Image,818,33,44,2534,1512,59
4835,Facebook,Link,707,219,153,3898,2081,22
4836,LinkedIn,Link,257,175,55,9693,4661,48
4837,Instagram,Link,941,292,45,6183,3122,58
4838,Instagram,Video,680,97,148,7195,4815,37
4839,Twitter,Link,967,378,72,7778,3985,27
4840,LinkedIn,Image,742,345,96,7996,823,50
4841,LinkedIn,Image,620,55,33,2210,2467,39
4842,Instagram,Video,967,22,11,6069,2760,51
4843,Twitter,Video,632,387,183,4750,1748,25
4844,Facebook,Video,404,65,164,2153,3054,27
4845,Twitter,Image,40,385,38,1320,3464,19
4846,LinkedIn,Image,453,148,65,7140,4016,59
4847,Twitter,Image,204,481,47,6875,1114,21
4848,Twitter,Video,937,3,188,2276,2800,53
4849,Twitter,Video,175,181,170,6299,3146,22
4850,Facebook,Video,616,106,170,2438,4945,22
4851,Instagram,Link,770,331,12,1469,3261,56
4852,Instagram,Image,543,17,180,5371,4731,55
4853,Instagram,Image,845,380,171,7318,4393,45
4854,Instagram,Image,522,271,114,8966,1932,23
4855,Facebook,Video,568,235,65,8676,2805,64
4856,LinkedIn,Image,76,373,166,4899,2272,30
4857,Instagram,Link,325,438,143,3693,675,22
4858,LinkedIn,Video,283,87,147,5898,2075,18
4859,LinkedIn,Video,803,236,80,5192,4624,25
4860,LinkedIn,Video,917,458,138,2530,1896,58
4861,Facebook,Image,26,422,174,8942,2393,36
4862,Twitter,Video,686,232,74,6961,2803,38
4863,Twitter,Image,261,342,81,6161,1915,45
4864,LinkedIn,Link,241,213,93,2113,592,57
4865,LinkedIn,Video,788,145,5,1828,3314,55
4866,Twitter,Video,293,399,15,8295,1111,43
4867,Facebook,Image,194,249,11,1766,932,41
4868,Instagram,Video,108,371,63,2402,2238,23
4869,Facebook,Image,231,163,90,3050,1371,53
4870,LinkedIn,Link,352,314,156,9277,843,52
4871,Instagram,Video,419,243,25,1842,2195,60
4872,Instagram,Video,161,177,94,9579,3974,29
4873,Facebook,Video,893,174,91,3338,516,35
4874,LinkedIn,Video,197,225,93,9669,836,28
4875,Instagram,Link,61,286,66,4853,2187,58
4876,Instagram,Link,423,210,61,7275,4393,54
4877,Facebook,Image,519,241,114,6053,1137,55
4878,Facebook,Link,153,258,27,5639,628,35
4879,LinkedIn,Image,388,401,187,8413,865,58
4880,Twitter,Image,279,87,162,2390,2376,19
4881,Facebook,Video,405,77,77,7914,4811,36
4882,Facebook,Link,623,37,12,5118,1403,64
4883,Instagram,Video,294,170,163,5265,1029,29
4884,Facebook,Image,91,221,84,7418,2705,30
4885,LinkedIn,Video,445,56,192,2136,2623,34
4886,LinkedIn,Image,567,231,174,5747,2152,56
4887,LinkedIn,Image,215,302,189,3204,2001,63
4888,LinkedIn,Link,692,18,26,7927,711,54
4889,Twitter,Video,40,390,51,3331,3124,49
4890,LinkedIn,Link,509,26,32,4877,1351,53
4891,Instagram,Image,408,209,128,1207,4085,42
4892,Instagram,Video,867,303,164,8417,2629,24
4893,Instagram,Video,265,281,145,3855,4344,32
4894,Instagram,Link,72,265,8,5168,4201,59
4895,LinkedIn,Image,57,355,98,3250,2884,44
4896,Instagram,Link,119,444,22,4593,844,49
4897,Twitter,Video,904,192,182,4064,1340,37
4898,Instagram,Link,993,230,61,6393,3223,63
4899,LinkedIn,Image,667,268,131,4140,3471,26
4900,LinkedIn,Video,555,110,196,2132,1605,34
4901,Facebook,Video,740,279,161,2877,4619,42
4902,Facebook,Image,662,457,85,2504,2755,51
4903,LinkedIn,Image,659,65,52,1554,3041,37
4904,Instagram,Image,686,95,186,7087,4935,24
4905,Facebook,Video,280,465,145,7185,4365,62
4906,Twitter,Video,218,188,6,1448,4520,41
4907,Facebook,Video,10,245,8,4819,4018,39
4908,Twitter,Image,647,396,197,8145,1192,19
4909,Twitter,Video,422,154,77,2753,804,53
4910,Facebook,Link,596,481,122,6521,3801,27
4911,Facebook,Link,55,278,123,4666,4147,45
4912,Twitter,Image,612,56,36,8256,2260,51
4913,Instagram,Link,146,238,37,7499,3103,31
4914,Instagram,Link,146,323,168,8136,3265,57
4915,Facebook,Video,231,495,121,3201,3183,36
4916,LinkedIn,Image,171,104,67,7462,1550,59
4917,LinkedIn,Video,646,380,56,8060,2101,36
4918,Instagram,Image,144,15,142,4888,1202,60
4919,Facebook,Image,130,173,149,2190,1136,51
4920,Twitter,Image,822,399,94,1556,4537,61
4921,Twitter,Video,609,400,122,2133,694,23
4922,LinkedIn,Image,479,205,160,5743,1681,53
4923,Twitter,Link,210,405,109,5095,4638,19
4924,Facebook,Link,537,142,136,5496,3609,23
4925,Facebook,Link,162,132,199,3304,2987,34
4926,LinkedIn,Video,155,378,14,5257,2204,63
4927,Facebook,Image,124,465,73,5645,2935,55
4928,Twitter,Video,544,192,186,7431,4972,61
4929,Facebook,Link,847,480,12,6340,1682,64
4930,Twitter,Link,328,237,183,5318,3516,56
4931,Instagram,Link,166,221,49,6911,2366,50
4932,LinkedIn,Video,850,297,138,7420,1763,32
4933,Instagram,Video,671,61,43,7395,2353,60
4934,Facebook,Image,916,430,158,1057,3489,40
4935,Twitter,Link,323,447,83,3456,3215,32
4936,Twitter,Image,406,494,154,5349,2009,29
4937,Facebook,Video,865,350,144,5305,4931,58
4938,Twitter,Link,369,260,73,5149,2390,24
4939,Instagram,Image,643,468,122,9331,4389,24
4940,Instagram,Image,406,421,140,3404,1036,60
4941,Twitter,Image,227,449,118,4679,3044,53
4942,Twitter,Image,356,201,81,4465,2601,39
4943,Facebook,Image,627,339,11,4590,4611,61
4944,Instagram,Video,403,453,39,2590,4284,26
4945,Facebook,Image,395,154,63,2306,4446,25
4946,Twitter,Image,834,19,143,8924,2038,24
4947,Instagram,Link,465,80,143,6243,4425,18
4948,LinkedIn,Image,476,185,87,6270,2761,42
4949,LinkedIn,Link,822,490,42,9911,2476,54
4950,Facebook,Image,752,409,22,5076,944,57
4951,Instagram,Link,295,389,52,5615,1472,40
4952,Twitter,Video,773,45,28,5749,1878,52
4953,Instagram,Image,258,417,156,8782,2950,54
4954,Instagram,Video,958,340,146,8064,725,50
4955,LinkedIn,Video,951,205,174,1699,3776,22
4956,Twitter,Image,288,480,56,3354,2888,30
4957,LinkedIn,Image,711,126,102,1924,677,32
4958,LinkedIn,Image,978,135,186,3938,2761,25
4959,Facebook,Link,713,380,117,9948,4540,36
4960,Twitter,Image,725,484,40,2038,2936,60
4961,Twitter,Video,32,389,37,3787,3441,18
4962,Facebook,Video,358,427,66,9197,2345,45
4963,Instagram,Video,103,207,174,4558,3393,51
4964,Facebook,Video,497,444,83,2691,4173,45
4965,Instagram,Video,126,222,99,6113,3324,53
4966,Instagram,Video,422,332,115,3110,2526,49
4967,Twitter,Link,233,201,18,7523,1480,44
4968,LinkedIn,Video,499,114,7,2540,1681,43
4969,Twitter,Video,81,423,120,3322,1354,53
4970,Instagram,Link,32,48,165,9789,2383,37
4971,Facebook,Link,322,419,16,8056,4857,50
4972,Facebook,Link,422,318,125,2752,3892,24
4973,Twitter,Image,628,168,178,9409,4385,25
4974,Facebook,Image,873,205,176,4001,4599,38
4975,LinkedIn,Video,402,338,48,7477,716,24
4976,Twitter,Link,403,327,154,5082,4408,50
4977,Twitter,Link,62,140,63,6695,837,38
4978,LinkedIn,Link,688,33,99,2343,4936,26
4979,Facebook,Image,602,59,27,2999,4778,21
4980,LinkedIn,Link,0,489,41,8362,1156,41
4981,Facebook,Video,559,186,165,7576,1655,65
4982,LinkedIn,Video,561,37,8,3922,1663,60
4983,Instagram,Link,343,435,137,2489,4026,22
4984,Twitter,Image,557,422,80,4566,1936,63
4985,Facebook,Image,61,8,10,4249,3085,61
4986,Twitter,Link,217,317,97,1115,4495,51
4987,LinkedIn,Video,843,375,16,2357,4590,29
4988,Facebook,Link,618,128,10,2546,1711,24
4989,Facebook,Link,529,274,137,5168,4613,42
4990,LinkedIn,Video,654,329,179,1085,2341,33
4991,Instagram,Link,709,46,176,3857,1811,19
4992,Facebook,Image,936,11,50,6202,3124,58
4993,LinkedIn,Link,460,89,159,6360,1014,65
4994,Facebook,Image,410,10,24,1837,4679,21
4995,Instagram,Link,55,328,42,2465,3714,24
4996,Twitter,Image,118,185,177,9957,1825,26
4997,LinkedIn,Link,744,370,154,9353,1200,45
4998,Facebook,Link,537,156,29,7405,2768,64
4999,Facebook,Image,534,259,85,7956,691,63
5000,Facebook,Link,474,165,131,1492,3835,51
5001,Twitter,Video,744,347,132,3205,889,57
5002,Facebook,Image,932,44,59,3215,4713,51
5003,Instagram,Link,680,344,71,7869,3130,37
5004,Instagram,Link,589,173,149,1118,2126,25
5005,Facebook,Video,577,13,192,6350,4018,62
5006,LinkedIn,Video,481,366,191,2123,3675,24
5007,Instagram,Image,825,78,126,3228,3184,33
5008,LinkedIn,Image,229,111,171,2831,4175,57
5009,Facebook,Link,754,34,35,3955,2616,27
5010,Twitter,Link,359,161,121,4094,4733,57
5011,LinkedIn,Image,688,16,77,1256,627,60
5012,LinkedIn,Video,397,160,115,7045,722,48
5013,Twitter,Link,140,347,164,2583,2967,38
5014,LinkedIn,Image,276,199,143,7642,4124,43
5015,Twitter,Video,889,136,152,5583,1470,23
5016,Instagram,Link,661,375,102,9863,711,48
5017,LinkedIn,Image,910,59,168,7474,2777,33
5018,Twitter,Video,181,305,2,1005,4827,53
5019,Facebook,Image,702,119,97,2612,3847,30
5020,Instagram,Video,452,47,175,2658,3549,30
5021,LinkedIn,Video,788,64,110,6440,1492,53
5022,Twitter,Video,83,134,49,1955,3124,23
5023,Instagram,Image,402,93,96,6799,1133,53
5024,Facebook,Image,558,203,13,3539,1205,18
5025,Twitter,Link,944,381,197,7337,1851,39
5026,LinkedIn,Video,859,374,25,5725,4040,39
5027,Instagram,Link,70,29,181,1108,3722,29
5028,Facebook,Image,719,444,193,6840,2595,50
5029,Facebook,Image,259,109,128,9691,2517,55
5030,Instagram,Link,950,4,9,9720,2847,25
5031,Twitter,Video,225,111,123,4465,2327,58
5032,Facebook,Link,286,238,52,4578,921,21
5033,LinkedIn,Link,97,34,40,4634,1554,41
5034,Instagram,Video,222,396,190,2190,3523,64
5035,Twitter,Link,959,342,89,2680,2675,55
5036,Instagram,Link,993,487,129,5109,4169,27
5037,Twitter,Link,12,433,86,9375,2847,49
5038,Facebook,Video,777,209,67,8549,2600,50
5039,Instagram,Video,365,358,41,3336,2069,53
5040,LinkedIn,Link,243,143,33,6135,1720,51
5041,Facebook,Video,872,149,51,4704,4815,58
5042,Facebook,Link,924,135,36,7725,3366,39
5043,Twitter,Image,209,496,24,2001,4287,64
5044,LinkedIn,Image,173,467,117,4794,3085,59
5045,Instagram,Link,368,486,78,4151,1412,23
5046,LinkedIn,Image,801,201,15,7241,3048,51
5047,Twitter,Video,141,193,56,1974,1205,28
5048,LinkedIn,Link,636,340,126,9666,2711,48
5049,LinkedIn,Image,367,24,143,8014,783,44
5050,Facebook,Link,401,162,77,8533,4197,51
5051,LinkedIn,Video,461,224,127,4816,1373,30
5052,Facebook,Link,146,480,73,2366,3215,48
5053,Facebook,Image,860,381,0,5267,3215,52
5054,LinkedIn,Video,74,16,138,3227,2910,22
5055,Facebook,Image,439,221,113,5191,1559,56
5056,Instagram,Video,499,125,84,6142,2302,31
5057,Instagram,Video,288,39,146,7835,1323,26
5058,Facebook,Link,417,364,132,4003,1239,35
5059,Instagram,Video,299,271,177,3748,2725,38
5060,Twitter,Image,96,99,158,3336,950,31
5061,Facebook,Link,367,162,49,5776,1449,22
5062,Facebook,Video,593,405,137,7106,4219,41
5063,LinkedIn,Link,472,366,61,4088,3857,30
5064,Twitter,Link,979,456,54,8599,3488,65
5065,Twitter,Link,444,52,35,8736,1871,51
5066,Instagram,Image,597,103,34,1500,3482,51
5067,LinkedIn,Video,528,354,62,3810,1155,50
5068,LinkedIn,Link,454,355,180,3229,3157,35
5069,Instagram,Video,704,302,85,2167,3337,24
5070,LinkedIn,Video,320,41,156,4777,4184,21
5071,Twitter,Link,307,63,200,7017,3465,35
5072,LinkedIn,Link,745,336,12,8723,1138,53
5073,LinkedIn,Video,661,194,40,5544,4666,35
5074,Facebook,Image,192,394,45,6595,2647,43
5075,LinkedIn,Link,169,245,33,9883,1670,30
5076,Facebook,Video,400,233,165,8708,4567,63
5077,Facebook,Link,350,458,168,5636,4845,63
5078,LinkedIn,Link,320,288,74,4350,726,31
5079,LinkedIn,Video,26,73,83,6636,2594,45
5080,LinkedIn,Link,940,225,138,2568,3242,63
5081,LinkedIn,Link,85,465,82,4500,2247,65
5082,LinkedIn,Image,215,471,135,8487,4467,39
5083,Twitter,Video,546,383,180,6585,1542,46
5084,Instagram,Video,832,411,18,8890,4346,25
5085,Twitter,Link,576,262,17,8088,4354,24
5086,Instagram,Link,26,438,109,9373,4337,25
5087,LinkedIn,Image,597,373,117,5014,1269,37
5088,Twitter,Video,892,316,93,9075,643,45
5089,Instagram,Video,86,52,24,5386,1170,31
5090,LinkedIn,Link,811,144,42,4981,2093,44
5091,Facebook,Video,60,33,119,4037,3226,18
5092,Twitter,Video,148,131,65,4197,1252,40
5093,Twitter,Link,569,213,198,2613,849,55
5094,LinkedIn,Image,833,7,48,8377,4388,51
5095,Facebook,Link,839,141,102,6841,3131,24
5096,Facebook,Link,545,356,125,3170,1345,23
5097,LinkedIn,Link,473,440,152,3079,4203,31
5098,Twitter,Link,263,449,21,3646,2630,24
5099,Instagram,Link,979,455,189,5770,3516,18
5100,LinkedIn,Video,521,79,3,5831,4081,64
5101,Twitter,Image,547,81,180,2665,2024,50
5102,Facebook,Link,352,353,92,6223,2746,37
5103,Instagram,Link,821,278,36,10000,2806,41
5104,Instagram,Link,512,68,1,6678,687,31
5105,LinkedIn,Image,526,222,200,2539,4739,23
5106,LinkedIn,Image,589,30,59,8747,1222,28
5107,LinkedIn,Link,942,270,44,9095,1974,45
5108,Instagram,Image,588,178,38,3175,920,26
5109,Instagram,Link,460,234,37,3554,4387,51
5110,LinkedIn,Image,269,137,2,7184,1296,47
5111,LinkedIn,Image,841,95,199,1917,4156,34
5112,Twitter,Image,692,5,11,9266,1059,56
5113,Facebook,Link,845,234,97,4825,1753,43
5114,Facebook,Link,569,53,145,4526,4848,51
5115,Twitter,Video,80,60,100,5002,3813,24
5116,Twitter,Link,541,151,115,3793,1263,35
5117,Twitter,Video,462,374,143,7267,3796,53
5118,LinkedIn,Image,316,219,125,1412,1915,54
5119,LinkedIn,Image,879,73,125,6008,1945,19
5120,Instagram,Image,856,82,149,9176,4344,28
5121,Twitter,Link,272,102,26,4747,2223,38
5122,Facebook,Image,432,352,181,4240,647,65
5123,LinkedIn,Image,823,21,141,9825,1220,61
5124,Facebook,Video,959,398,20,2473,2325,19
5125,LinkedIn,Video,409,292,20,7472,645,33
5126,LinkedIn,Video,758,7,196,7701,3746,62
5127,Facebook,Image,413,118,167,5591,4351,37
5128,Instagram,Video,811,107,44,2532,2245,64
5129,Instagram,Link,527,459,60,2882,784,62
5130,Twitter,Video,17,438,38,8225,4064,21
5131,Facebook,Image,343,257,49,3673,1121,40
5132,Instagram,Image,30,334,86,5640,4548,21
5133,LinkedIn,Image,593,261,102,3813,1049,25
5134,Instagram,Video,305,304,61,2272,4761,63
5135,LinkedIn,Link,877,74,141,1664,2531,58
5136,Instagram,Link,280,448,64,5236,2667,63
5137,LinkedIn,Image,948,403,24,3539,1789,34
5138,LinkedIn,Video,541,332,194,3466,2783,27
5139,Twitter,Video,192,61,80,2112,2046,43
5140,Facebook,Video,226,483,102,1014,3582,65
5141,Twitter,Video,19,251,19,3016,3419,27
5142,Instagram,Video,510,471,108,6913,757,36
5143,Facebook,Link,849,361,54,3224,2026,45
5144,LinkedIn,Image,310,86,90,3169,4518,43
5145,Instagram,Image,223,202,19,4346,2113,57
5146,Twitter,Video,752,361,169,8156,811,50
5147,Twitter,Link,106,277,96,4136,3814,50
5148,Twitter,Video,252,345,98,6378,1172,42
5149,LinkedIn,Image,48,169,60,7936,4414,26
5150,LinkedIn,Link,705,265,34,9459,1585,56
5151,LinkedIn,Link,130,192,195,1648,1656,22
5152,Instagram,Image,939,350,154,7977,1025,19
5153,Twitter,Link,303,430,111,7605,1653,44
5154,LinkedIn,Image,631,301,182,4270,3827,30
5155,Instagram,Link,407,78,39,3700,505,49
5156,Instagram,Image,942,487,69,6829,834,36
5157,Instagram,Video,320,113,198,4210,3954,45
5158,Instagram,Image,330,215,84,3176,3790,29
5159,Instagram,Image,130,371,129,4288,3562,29
5160,Facebook,Video,358,401,142,1466,4690,19
5161,Facebook,Video,314,189,150,8667,2442,48
5162,Instagram,Image,166,35,28,3071,749,29
5163,Instagram,Link,341,434,186,4679,3570,27
5164,Facebook,Video,196,148,154,8967,2794,21
5165,LinkedIn,Link,760,71,173,3385,4063,24
5166,LinkedIn,Link,425,209,115,4421,1591,29
5167,Facebook,Link,535,20,185,3625,2849,41
5168,Instagram,Video,718,212,61,9775,2555,40
5169,Twitter,Video,90,99,141,3582,1700,53
5170,Instagram,Image,879,176,123,6253,1974,46
5171,Instagram,Video,582,133,29,7814,1115,35
5172,LinkedIn,Image,728,248,129,7563,2401,51
5173,Instagram,Video,484,482,44,9841,1127,18
5174,Instagram,Video,411,284,129,6743,3049,36
5175,Twitter,Video,189,478,130,8418,3989,28
5176,Instagram,Link,805,208,79,4411,2704,52
5177,LinkedIn,Video,140,228,114,5158,2477,48
5178,Facebook,Image,902,327,48,4179,3153,43
5179,LinkedIn,Video,795,407,195,2472,2876,36
5180,Facebook,Video,437,160,195,2238,4574,30
5181,Facebook,Video,472,184,88,4135,4683,57
5182,Facebook,Link,128,23,124,9370,2424,46
5183,LinkedIn,Link,285,295,57,5992,2325,27
5184,Facebook,Link,601,67,72,2149,4733,34
5185,LinkedIn,Image,315,37,60,2173,2581,38
5186,LinkedIn,Link,327,30,187,6067,4367,34
5187,Instagram,Video,577,71,180,7393,4003,38
5188,LinkedIn,Image,65,92,24,1426,4782,18
5189,LinkedIn,Video,987,446,139,9390,4390,49
5190,Twitter,Link,412,214,37,8166,1919,51
5191,LinkedIn,Video,1000,145,14,9192,3097,19
5192,Facebook,Link,912,203,196,7906,3617,45
5193,Instagram,Image,338,274,13,2722,697,47
5194,Twitter,Image,336,482,144,4414,1845,18
5195,Facebook,Link,343,116,119,5893,4729,43
5196,Twitter,Image,694,373,18,2232,2251,24
5197,Instagram,Link,52,212,17,6613,2912,30
5198,LinkedIn,Link,243,8,176,5065,1869,40
5199,Instagram,Video,126,431,191,6329,4916,18
5200,Instagram,Link,74,333,125,7484,1446,45
5201,Facebook,Link,29,47,38,2305,4853,22
5202,LinkedIn,Link,244,269,195,8688,1749,64
5203,Instagram,Link,552,126,171,8659,3684,59
5204,Instagram,Video,362,466,168,5038,3466,24
5205,Twitter,Video,609,185,6,2002,3530,19
5206,LinkedIn,Image,473,129,178,4103,4259,25
5207,Instagram,Video,145,273,53,1306,2701,31
5208,Twitter,Video,804,397,95,9340,3928,35
5209,Facebook,Video,729,107,158,4089,2279,31
5210,Instagram,Video,809,174,139,9867,1776,43
5211,Instagram,Video,870,444,24,3666,2609,26
5212,Instagram,Video,750,80,59,1203,1553,19
5213,Twitter,Image,618,15,99,3257,4143,47
5214,Twitter,Image,263,255,95,2722,3001,44
5215,Instagram,Link,80,318,136,8169,3956,47
5216,Twitter,Video,309,201,115,8071,4435,33
5217,Instagram,Video,219,138,155,1276,1095,60
5218,Facebook,Image,632,81,114,5427,3878,37
5219,Twitter,Link,405,43,54,3105,550,52
5220,Instagram,Image,470,29,98,1460,665,18
5221,LinkedIn,Link,595,357,177,4060,4182,47
5222,LinkedIn,Link,40,251,8,9323,4158,48
5223,Instagram,Link,640,170,171,6969,2724,32
5224,Facebook,Image,115,335,167,7854,2999,60
5225,Facebook,Image,813,13,190,6043,4475,49
5226,LinkedIn,Video,553,179,112,9832,4223,44
5227,Facebook,Video,940,485,164,9864,2293,25
5228,Twitter,Image,54,84,161,3208,4330,19
5229,Twitter,Image,798,0,84,6683,2294,21
5230,Twitter,Video,275,180,140,9834,536,57
5231,Instagram,Link,843,327,61,6282,3600,42
5232,LinkedIn,Image,887,56,22,5375,1302,44
5233,Facebook,Image,152,60,54,8777,3739,56
5234,Facebook,Link,102,212,133,9133,3415,42
5235,Twitter,Image,16,416,189,4005,3928,47
5236,Facebook,Link,952,406,146,8837,2416,24
5237,Instagram,Image,121,256,128,1805,3274,50
5238,LinkedIn,Image,343,193,10,1170,2392,24
5239,Twitter,Video,343,276,167,1753,737,33
5240,Instagram,Video,755,286,128,1119,1098,33
5241,Twitter,Video,782,116,32,8908,2037,33
5242,Instagram,Link,655,12,29,9235,886,27
5243,Twitter,Image,258,212,110,7453,3730,64
5244,Twitter,Video,332,182,106,3943,1376,51
5245,Instagram,Image,544,399,109,2973,4926,47
5246,LinkedIn,Video,66,391,126,8259,2707,60
5247,Instagram,Link,842,44,57,7166,2901,53
5248,Twitter,Image,660,416,146,7795,4498,51
5249,LinkedIn,Video,468,157,108,2682,2442,27
5250,Instagram,Link,25,343,178,1514,612,32
5251,Facebook,Link,547,158,51,6912,773,39
5252,LinkedIn,Link,795,329,180,8071,3365,36
5253,Twitter,Link,812,215,13,7378,4458,28
5254,Facebook,Video,761,240,53,1338,2354,64
5255,Facebook,Image,199,455,60,5003,1990,40
5256,Instagram,Image,972,131,188,3972,2853,45
5257,Instagram,Link,389,295,162,7423,1982,23
5258,Instagram,Image,674,52,72,2107,2351,18
5259,Facebook,Link,885,449,148,6235,3505,34
5260,Instagram,Image,608,440,15,6906,4206,43
5261,Instagram,Image,909,5,182,6889,1364,60
5262,Facebook,Video,942,221,28,6448,3737,62
5263,Twitter,Video,734,469,182,7148,3077,34
5264,LinkedIn,Video,608,429,155,6619,4958,62
5265,Instagram,Link,255,22,30,2073,3643,21
5266,LinkedIn,Link,937,173,133,8534,2778,50
5267,Facebook,Image,792,281,40,3981,4496,58
5268,LinkedIn,Video,802,114,178,8923,2390,46
5269,LinkedIn,Link,784,66,76,6548,3233,30
5270,LinkedIn,Image,225,420,78,9506,2162,58
5271,LinkedIn,Video,516,348,28,2340,4162,57
5272,LinkedIn,Video,152,427,16,5168,599,53
5273,Instagram,Video,691,448,16,9496,1948,44
5274,LinkedIn,Image,731,107,50,4505,3066,19
5275,Twitter,Link,693,133,143,8575,1924,34
5276,Facebook,Link,734,386,147,6785,1894,54
5277,Instagram,Image,997,252,110,6364,3404,60
5278,Instagram,Image,836,453,172,6120,786,57
5279,Instagram,Image,389,170,76,4391,3675,64
5280,Instagram,Video,556,399,74,8029,2798,56
5281,Instagram,Video,180,362,87,9146,1744,52
